chr	strand	gene
chr15	+	CSK
chr15	+	LMAN1L
chr15	+	CPLX3
chr15	-	ULK3
chr15	-	SCAMP2
chr15	+	MPI
chr15	-	FAM219B
chr15	-	COX5A
chr15	-	RPP25
chr15	+	SCAMP5
chr15	+	PPCDC
chr15	+	C15orf39
chr15	-	LOC105376731
chr15	+	GOLGA6C
chr15	+	GOLGA6D
chr15	+	COMMD4
chr15	+	NEIL1
chr15	-	MAN2C1
chr15	-	SIN3A
chr15	-	PTPN9
chr15	-	SNUPN
chr15	-	IMP3
chr15	+	SNX33
chr15	-	CSPG4
chr15	+	ODF3L1
chr15	+	UBE2Q2
chr15	+	FBXO22
chr15	-	NRG4
chr15	+	TMEM266
chr15	-	ETFA
chr15	+	ISL2
chr15	-	SCAPER
chr15	+	RCN2
chr15	+	PSTPIP1
chr15	-	TSPAN3
chr15	-	PEAK1
chr15	+	HMG20A
chr15	-	LINGO1
chr15	-	TBC1D2B
chr15	+	SH2D7
chr15	-	CIB2
chr15	+	IDH3A
chr15	-	ACSBG1
chr15	+	DNAJA4
chr15	-	WDR61
chr15	+	CRABP1
chr15	+	IREB2
chr15	+	HYKK
chr15	+	PSMA4
chr15	+	CHRNA5
chr15	-	CHRNA3
chr15	-	CHRNB4
chr15	-	ADAMTS7
chr15	+	MORF4L1
chr15	-	CTSH
chr15	-	RASGRF1
chr15	+	ANKRD34C
chr15	+	MINAR1+TMED3
chr15	-	MTHFS+ST20-MTHFS
chr15	-	BCL2A1
chr15	+	ZFAND6
chr15	+	FAH
chr15	-	CTXND1
chr15	+	ARNT2
chr15	+	ABHD17C
chr15	+	CEMIP
chr15	-	MESD
chr15	+	TLNRD1
chr15	+	CFAP161
chr15	+	IL16
chr15	-	STARD5
chr15	-	TMC3
chr15	-	MEX3B
chr15	-	EFL1
chr15	+	SAXO2
chr15	-	GOLGA6L10
chr15	+	GOLGA6L9
chr15	-	RPS17
chr15	-	CPEB1
chr15	-	AP3B2
chr15	-	FSD2
chr15	+	WHAMM
chr15	-	HOMER2
chr15	+	RAMAC
chr15	-	C15orf40
chr15	-	BTBD1
chr15	+	TM6SF1
chr15	-	HDGFL3
chr15	-	BNC1
chr15	+	SH3GL3
chr15	+	ADAMTSL3
chr15	+	GOLGA6L4
chr15	+	ZSCAN2
chr15	-	WDR73
chr15	-	NMB
chr15	-	SEC11A
chr15	+	ZNF592
chr15	+	ALPK3
chr15	+	SLC28A1
chr15	+	PDE8A
chr15	+	GOLGA6L3
chr15	+	AKAP13
chr15	-	KLHL25
chr15	+	AGBL1
chr15	-	NTRK3
chr15	-	MRPL46
chr15	+	MRPS11
chr15	-	DET1
chr15	+	AEN
chr15	+	ISG20
chr15	+	ACAN
chr15	-	HAPLN3
chr15	-	MFGE8
chr15	+	ABHD2
chr15	-	RLBP1
chr15	+	FANCI
chr15	-	POLG
chr15	-	RHCG
chr15	+	TICRR
chr15	-	KIF7
chr15	-	PLIN1
chr15	-	PEX11A
chr15	+	WDR93
chr15	-	MESP1
chr15	+	MESP2
chr15	-	ANPEP
chr15	-	ARPIN+AP3S2+ARPIN-AP3S2
chr15	+	ZNF710
chr15	-	IDH2
chr15	+	SEMA4B
chr15	-	CIB1
chr15	+	GDPGP1
chr15	+	NGRN
chr15	+	ZNF774
chr15	+	IQGAP1
chr15	+	CRTC3
chr15	+	BLM
chr15	+	FURIN
chr15	+	FES
chr15	+	MAN2A2
chr15	-	HDDC3
chr15	+	UNC45A
chr15	+	RCCD1
chr15	-	PRC1
chr15	-	VPS33B
chr15	+	SV2B
chr15	+	SLCO3A1
chr15	+	ST8SIA2
chr15	-	FAM174B
chr15	+	CHD2
chr15	-	RGMA
chr15	+	LOC105370980
chr15	+	MCTP2
chr15	+	NR2F2
chr15	+	ARRDC4
chr15	-	FAM169B
chr15	+	IGF1R
chr15	-	PGPEP1L
chr15	+	SYNM
chr15	-	TTC23
chr15	+	LRRC28
chr15	+	MEF2A
chr15	-	LYSMD4
chr15	-	ADAMTS17
chr15	-	CERS3
chr15	-	LINS1
chr15	+	ASB7
chr15	+	ALDH1A3
chr15	+	LRRK1
chr15	-	CHSY1
chr15	-	SELENOS
chr15	-	SNRPA1
chr15	-	PCSK6
chr15	-	TM2D3
chr15	-	TARS3
chr15	+	OR4F6
chr15	+	OR4F15
chr15	-	OR4F4
chr16	-	POLR3K
chr16	+	SNRNP25
chr16	-	RHBDF1
chr16	+	MPG
chr16	-	NPRL3
chr16	+	HBZ
chr16	+	HBM
chr16	+	HBA2
chr16	+	HBA1
chr16	+	HBQ1
chr16	-	LUC7L
chr16	+	FAM234A
chr16	-	RGS11
chr16	+	ARHGDIG
chr16	+	PDIA2
chr16	-	AXIN1
chr16	-	MRPL28
chr16	-	PGAP6
chr16	+	NME4
chr16	+	DECR2
chr16	+	RAB11FIP3
chr16	+	CAPN15
chr16	+	PRR35
chr16	+	LOC107987233+NHLRC4
chr16	+	PIGQ
chr16	+	RAB40C
chr16	+	WFIKKN1
chr16	-	METTL26
chr16	+	MCRIP2
chr16	+	WDR90
chr16	+	RHOT2
chr16	+	RHBDL1
chr16	+	STUB1
chr16	-	JMJD8
chr16	-	WDR24
chr16	-	FBXL16
chr16	+	METRN
chr16	+	ANTKMT
chr16	-	CCDC78
chr16	+	HAGHL
chr16	-	CIAO3
chr16	+	MSLN
chr16	-	RPUSD1
chr16	+	CHTF18
chr16	-	GNG13
chr16	+	PRR25
chr16	-	LMF1
chr16	-	LOC107984876
chr16	+	SOX8
chr16	+	SSTR5
chr16	-	C1QTNF8
chr16	+	CACNA1H
chr16	-	TPSG1
chr16	-	TPSB2
chr16	+	TPSAB1
chr16	+	TPSD1
chr16	+	UBE2I
chr16	+	BAIAP3
chr16	-	TSR3
chr16	+	GNPTG
chr16	-	UNKL
chr16	-	C16orf91
chr16	+	PERCC1
chr16	-	CCDC154
chr16	-	CLCN7
chr16	-	PTX4
chr16	+	TELO2
chr16	-	IFT140
chr16	+	TMEM204
chr16	+	CRAMP1
chr16	+	JPT2
chr16	+	MAPK8IP3
chr16	-	NME3
chr16	-	MRPS34
chr16	+	EME2
chr16	-	SPSB3
chr16	+	NUBP2
chr16	-	IGFALS
chr16	-	HAGH
chr16	+	FAHD1
chr16	-	MEIOB
chr16	-	HS3ST6
chr16	-	MSRB1
chr16	-	RPL3L
chr16	+	NDUFB10
chr16	-	RPS2
chr16	+	RNF151
chr16	+	TBL3
chr16	-	NOXO1
chr16	+	GFER
chr16	+	SYNGR3
chr16	-	ZNF598
chr16	+	NPW
chr16	+	SLC9A3R2
chr16	-	NTHL1
chr16	+	TSC2
chr16	-	PKD1
chr16	+	RAB26
chr16	+	TRAF7
chr16	-	CASKIN1
chr16	+	MLST8
chr16	-	BRICD5
chr16	-	PGP
chr16	+	E4F1
chr16	+	DNASE1L2
chr16	-	ECI1
chr16	-	RNPS1
chr16	-	ABCA3
chr16	+	CCNF
chr16	+	TEDC2
chr16	+	NTN3
chr16	+	TBC1D24
chr16	+	ATP6V0C
chr16	+	AMDHD2
chr16	-	CEMP1
chr16	+	PDPK1
chr16	+	KCTD5
chr16	-	PRSS27
chr16	+	SRRM2
chr16	-	ELOB
chr16	-	PRSS33
chr16	+	PRSS41
chr16	+	PRSS21
chr16	+	ZG16B
chr16	-	PRSS22
chr16	+	FLYWCH2
chr16	+	FLYWCH1
chr16	+	KREMEN2
chr16	+	PAQR4
chr16	-	PKMYT1
chr16	+	CLDN9
chr16	-	CLDN6
chr16	+	TNFRSF12A
chr16	-	HCFC1R1
chr16	+	THOC6
chr16	-	BICDL2
chr16	+	MMP25
chr16	+	IL32
chr16	-	ZSCAN10
chr16	+	ZNF205
chr16	+	ZNF213
chr16	+	OR1F1
chr16	-	ZNF200
chr16	-	MEFV
chr16	+	ZNF263
chr16	-	TIGD7
chr16	+	ZNF75A
chr16	+	OR2C1
chr16	-	MTRNR2L4
chr16	-	ZSCAN32
chr16	+	ZNF174
chr16	-	ZNF597
chr16	+	NAA60
chr16	-	C16orf90
chr16	+	CLUAP1
chr16	-	NLRC3
chr16	-	SLX4
chr16	+	DNASE1
chr16	-	TRAP1
chr16	-	CREBBP
chr16	-	ADCY9
chr16	-	SRL
chr16	+	LOC105371063
chr16	-	TFAP4
chr16	+	GLIS2
chr16	-	CORO7+CORO7-PAM16+PAM16
chr16	+	VASN
chr16	+	DNAJA3
chr16	-	NMRAL1
chr16	+	HMOX2
chr16	-	CDIP1
chr16	+	C16orf96
chr16	-	UBALD1
chr16	+	NUDT16L1+MGRN1
chr16	-	ANKS3
chr16	+	C16orf71
chr16	-	ZNF500
chr16	-	SEPTIN12
chr16	+	SMIM22
chr16	-	ROGDI
chr16	-	GLYR1
chr16	+	UBN1
chr16	-	PPL
chr16	+	SEC14L5
chr16	-	NAGPA
chr16	-	C16orf89
chr16	+	ALG1
chr16	-	EEF2KMT
chr16	+	RBFOX1
chr16	-	TMEM114
chr16	+	METTL22
chr16	+	ABAT
chr16	-	TMEM186
chr16	+	PMM2
chr16	-	CARHSP1
chr16	+	LITAFD
chr16	-	USP7
chr16	+	C16orf72
chr16	-	GRIN2A
chr16	+	ATF7IP2
chr16	-	EMP2
chr16	-	TEKT5
chr16	+	NUBP1
chr16	-	TVP23A
chr16	+	CIITA
chr16	-	DEXI
chr16	+	CLEC16A
chr16	+	LOC107984859
chr16	-	SOCS1
chr16	-	TNP2
chr16	-	PRM3
chr16	-	PRM2
chr16	-	PRM1
chr16	+	RMI2
chr16	-	LOC400499
chr16	-	LITAF
chr16	+	SNN
chr16	-	TXNDC11
chr16	-	ZC3H7A
chr16	-	RSL1D1
chr16	-	GSPT1
chr16	-	NPIPB2
chr16	+	TNFRSF17
chr16	+	SNX29
chr16	-	CPPED1
chr16	+	SHISA9
chr16	+	ERCC4
chr16	+	MRTFB
chr16	-	PARN
chr16	+	BFAR
chr16	-	PLA2G10
chr16	-	LOC105371095
chr16	+	NPIPA3
chr16	-	LOC100652777
chr16	-	LOC105376747
chr16	+	NPIPA2
chr16	+	NOMO1
chr16	+	NPIPA1
chr16	+	PDXDC1
chr16	-	NTAN1
chr16	-	RRN3
chr16	-	NPIPA5
chr16	+	MPV17L
chr16	+	BMERB1
chr16	-	MARF1
chr16	+	NDE1
chr16	-	MYH11
chr16	-	CEP20
chr16	+	ABCC1
chr16	-	ABCC6
chr16	+	NOMO3
chr16	+	NPIPA7
chr16	-	XYLT1
chr16	-	NPIPA8
chr16	-	LOC102723728
chr16	-	NOMO2
chr16	-	RPS15A
chr16	-	ARL6IP1
chr16	-	SMG1
chr16	+	TMC7
chr16	+	COQ7
chr16	+	ITPRIPL2
chr16	+	SYT17
chr16	+	CLEC19A
chr16	+	TMC5
chr16	-	GDE1
chr16	+	CCP110
chr16	+	VPS35L
chr16	-	KNOP1
chr16	+	IQCK
chr16	-	GPRC5B
chr16	-	GPR139
chr16	-	GP2
chr16	-	UMOD
chr16	-	PDILT
chr16	+	ACSM5
chr16	+	ACSM2A
chr16	-	ACSM2B
chr16	-	ACSM1
chr16	-	THUMPD1
chr16	+	ACSM3
chr16	-	ERI2
chr16	+	REXO5
chr16	-	DCUN1D3
chr16	+	LYRM1
chr16	-	DNAH3
chr16	+	TMEM159
chr16	-	ZP2
chr16	+	ANKS4B
chr16	-	CRYM
chr16	-	NPIPB3
chr16	+	METTL9
chr16	-	IGSF6
chr16	+	OTOA
chr16	-	NPIPB4
chr16	+	UQCRC2
chr16	-	PDZD9
chr16	+	MOSMO
chr16	+	VWA3A
chr16	+	SDR42E2
chr16	+	EEF2K
chr16	+	POLR3E
chr16	-	CDR2
chr16	+	NPIPB5
chr16	-	LOC107984851
chr16	+	HS3ST2
chr16	-	USP31
chr16	+	SCNN1G
chr16	+	SCNN1B
chr16	-	COG7
chr16	-	GGA2
chr16	-	EARS2
chr16	+	UBFD1
chr16	-	NDUFAB1
chr16	-	PALB2
chr16	+	DCTN5
chr16	+	PLK1
chr16	-	ERN2
chr16	+	CHP2
chr16	+	PRKCB
chr16	+	CACNG3
chr16	+	RBBP6
chr16	+	TNRC6A
chr16	+	SLC5A11
chr16	-	ARHGAP17
chr16	+	LCMT1
chr16	+	AQP8
chr16	-	ZKSCAN2
chr16	+	HS3ST4
chr16	+	C16orf82
chr16	+	KDM8
chr16	-	NSMCE1
chr16	+	IL4R
chr16	+	IL21R
chr16	-	GTF3C1
chr16	+	KATNIP
chr16	-	GSG1L
chr16	-	XPO6
chr16	+	SBK1
chr16	-	NPIPB6
chr16	-	EIF3CL
chr16	-	CLN3
chr16	+	APOBR
chr16	-	IL27
chr16	-	NUPR1
chr16	+	SGF29
chr16	-	SULT1A2
chr16	-	SULT1A1
chr16	+	NPIPB8
chr16	+	EIF3C+NPIPB9
chr16	+	ATXN2L
chr16	-	TUFM
chr16	+	SH2B1
chr16	+	ATP2A1
chr16	-	RABEP2
chr16	+	CD19
chr16	+	NFATC2IP
chr16	+	SPNS1
chr16	+	LAT
chr16	+	LOC107984832
chr16	+	LOC107984833
chr16	-	NPIPB11
chr16	-	BOLA2-SMG1P6+BOLA2
chr16	+	SLX1B
chr16	+	SULT1A4
chr16	-	NPIPB12
chr16	+	SPN+QPRT
chr16	-	C16orf54
chr16	+	ZG16
chr16	+	KIF22
chr16	+	MAZ
chr16	+	PRRT2
chr16	+	PAGR1+MVP
chr16	-	CDIPT
chr16	-	SEZ6L2
chr16	+	ASPHD1
chr16	-	KCTD13
chr16	+	TMEM219
chr16	+	TAOK2
chr16	-	HIRIP3
chr16	+	INO80E
chr16	-	DOC2A
chr16	+	C16orf92
chr16	-	TLCD3B
chr16	+	LOC112694756+ALDOA
chr16	+	PPP4C
chr16	-	TBX6
chr16	-	YPEL3
chr16	-	GDPD3
chr16	-	MAPK3
chr16	+	CORO1A
chr16	-	BOLA2B
chr16	+	SLX1A
chr16	+	SULT1A3
chr16	-	NPIPB13
chr16	-	CD2BP2
chr16	-	TBC1D10B
chr16	+	MYLPF
chr16	-	SEPTIN1
chr16	+	ZNF48
chr16	+	ZNF771
chr16	-	DCTPP1
chr16	-	SEPHS2
chr16	+	ITGAL
chr16	-	ZNF768+ZNF747
chr16	-	ZNF764
chr16	-	ZNF688
chr16	-	ZNF785
chr16	-	ZNF689
chr16	+	PRR14
chr16	+	FBRS
chr16	-	LOC730183
chr16	+	TMEM265+SRCAP
chr16	+	PHKG2
chr16	-	CCDC189
chr16	+	RNF40
chr16	-	ZNF629
chr16	-	BCL7C
chr16	+	CTF1
chr16	+	FBXL19
chr16	+	ORAI3
chr16	+	SETD1A
chr16	+	HSD3B7
chr16	-	STX1B
chr16	+	STX4
chr16	-	ZNF668
chr16	+	ZNF646
chr16	-	PRSS53
chr16	-	VKORC1
chr16	+	BCKDK
chr16	+	KAT8
chr16	-	PRSS8
chr16	-	PRSS36
chr16	+	FUS
chr16	-	PYCARD
chr16	+	TRIM72
chr16	-	PYDC1
chr16	+	ITGAM
chr16	+	ITGAX
chr16	+	ITGAD
chr16	-	COX6A2
chr16	-	ZNF843
chr16	+	ARMC5
chr16	+	TGFB1I1
chr16	+	SLC5A2
chr16	-	RUSF1
chr16	+	AHSP
chr16	+	ZNF720
chr16	+	LOC107983990
chr16	-	VN1R3
chr16	+	ZNF267
chr16	+	TP53TG3D
chr16	-	LOC100507221
chr16	-	LOC105371191
chr16	-	TP53TG3
chr16	+	TP53TG3C
chr16	+	TP53TG3E
chr16	+	TP53TG3B
chr16	-	LOC105379473
chr16	+	TP53TG3F
chr16	-	LOC105379474
chr16	-	LOC102724485
chr16	-	LOC107987236
chr16	-	LOC107987235
chr16	+	LOC107984902
chr16	-	SHCBP1
chr16	-	VPS35
chr16	+	ORC6
chr16	-	MYLK3
chr16	-	C16orf87
chr16	+	GPT2
chr16	-	DNAJA2
chr16	-	NETO2
chr16	-	ITFG1
chr16	+	PHKB
chr16	-	ABCC12
chr16	-	ABCC11
chr16	+	LONP2
chr16	-	SIAH1
chr16	-	N4BP1
chr16	-	CBLN1
chr16	+	C16orf78
chr16	-	ZNF423
chr16	+	CNEP1R1
chr16	+	HEATR3
chr16	+	TENT4B
chr16	+	ADCY7
chr16	-	BRD7
chr16	+	NKD1
chr16	-	SNX20
chr16	+	NOD2
chr16	+	CYLD
chr16	-	LOC105371253
chr16	-	SALL1
chr16	-	TOX3
chr16	+	CHD9
chr16	-	LOC643802
chr16	+	RBL2
chr16	-	AKTIP
chr16	-	RPGRIP1L
chr16	+	FTO
chr16	-	IRX3
chr16	-	CRNDE
chr16	+	IRX5
chr16	+	IRX6
chr16	+	MMP2
chr16	+	LPCAT2
chr16	+	CAPNS2
chr16	+	SLC6A2
chr16	-	CES1
chr16	-	CES5A
chr16	+	GNAO1
chr16	-	AMFR
chr16	-	NUDT21
chr16	+	OGFOD1
chr16	-	BBS2
chr16	+	MT4
chr16	+	MT3
chr16	+	MT2A
chr16	+	MT1E
chr16	+	MT1M
chr16	+	MT1A
chr16	+	MT1B
chr16	+	MT1F
chr16	-	MT1G
chr16	+	MT1H
chr16	+	MT1X
chr16	+	NUP93
chr16	+	SLC12A3
chr16	+	HERPUD1
chr16	+	CETP
chr16	+	NLRC5
chr16	+	CPNE2
chr16	-	PSME3IP1
chr16	+	RSPRY1
chr16	+	ARL2BP
chr16	-	PLLP
chr16	+	CCL22
chr16	+	CX3CL1
chr16	+	CCL17
chr16	-	CIAPIN1
chr16	+	COQ9
chr16	+	POLR2C
chr16	-	DOK4
chr16	-	CCDC102A
chr16	+	ADGRG5
chr16	+	ADGRG1+ADGRG3
chr16	+	DRC7
chr16	+	KATNB1
chr16	-	KIFC3
chr16	-	CNGB1
chr16	+	TEPP
chr16	-	ZNF319
chr16	+	USB1
chr16	+	MMP15
chr16	-	CFAP20
chr16	-	CSNK2A2
chr16	+	CCDC113
chr16	-	PRSS54
chr16	+	GINS3
chr16	+	NDRG4
chr16	+	SETD6
chr16	-	CNOT1
chr16	-	SLC38A7
chr16	-	GOT2
chr16	-	CDH8
chr16	-	CDH11
chr16	+	CDH5
chr16	+	BEAN1
chr16	-	TK2
chr16	+	CMTM1+CKLF-CMTM1+CKLF
chr16	+	CMTM2
chr16	-	CMTM4
chr16	+	CMTM3
chr16	+	LOC112268168
chr16	-	DYNC1LI2
chr16	-	TERB1
chr16	-	NAE1
chr16	+	CA7
chr16	+	PDP2
chr16	-	CDH16
chr16	-	RRAD
chr16	-	CIAO2B
chr16	+	CES2
chr16	+	CES3
chr16	+	CES4A
chr16	+	CBFB
chr16	+	C16orf70
chr16	-	B3GNT9
chr16	-	TRADD
chr16	+	HSF4+FBXL8
chr16	+	NOL3
chr16	-	KIAA0895L
chr16	-	EXOC3L1
chr16	+	E2F4
chr16	+	ELMO3
chr16	-	LRRC29
chr16	+	TMEM208
chr16	-	FHOD1
chr16	+	SLC9A5
chr16	+	PLEKHG4
chr16	-	KCTD19
chr16	+	LRRC36
chr16	-	TPPP3
chr16	-	ZDHHC1
chr16	+	HSD11B2
chr16	-	ATP6V0D1
chr16	-	AGRP
chr16	+	RIPOR1
chr16	+	CTCF
chr16	+	CARMIL2
chr16	-	ACD
chr16	+	PARD6A
chr16	-	ENKD1
chr16	+	C16orf86
chr16	-	GFOD2
chr16	-	RANBP10
chr16	+	TSNAXIP1
chr16	-	CENPT
chr16	+	THAP11
chr16	+	NUTF2
chr16	+	EDC4
chr16	+	NRN1L
chr16	+	PSKH1
chr16	-	CTRL
chr16	-	PSMB10
chr16	-	LCAT+SLC12A4
chr16	-	DPEP3
chr16	-	DPEP2
chr16	-	DPEP2NB
chr16	-	DDX28
chr16	+	DUS2
chr16	+	NFATC3
chr16	-	ESRP2
chr16	+	PLA2G15
chr16	+	SLC7A6
chr16	-	SLC7A6OS
chr16	+	PRMT7
chr16	-	SMPD3
chr16	+	ZFP90
chr16	+	CDH3
chr16	+	CDH1
chr16	+	TANGO6
chr16	+	HAS3
chr16	-	CHTF8+DERPC
chr16	+	UTP4
chr16	+	SNTB2
chr16	+	VPS4A
chr16	-	COG8+PDF
chr16	+	NIP7
chr16	-	TMED6
chr16	-	TERF2
chr16	+	CYB5B
chr16	+	NFAT5
chr16	-	NQO1
chr16	-	NOB1
chr16	+	WWP2
chr16	+	CLEC18A
chr16	+	PDPR
chr16	+	CLEC18C
chr16	-	LOC107984138+EXOSC6
chr16	-	AARS1
chr16	+	DDX19B
chr16	+	DDX19A
chr16	-	ST3GAL2
chr16	+	FCSK
chr16	-	COG4
chr16	+	SF3B3
chr16	+	IL34
chr16	-	MTSS2
chr16	-	VAC14
chr16	-	HYDIN
chr16	-	CMTR2
chr16	+	CALB2
chr16	-	TLE7
chr16	-	ZNF23
chr16	-	ZNF19
chr16	+	CHST4
chr16	-	TAT
chr16	+	MARVELD3
chr16	-	PHLPP2
chr16	-	AP1G1
chr16	+	ATXN1L
chr16	-	ZNF821
chr16	+	IST1
chr16	-	PKD1L3
chr16	+	DHODH
chr16	-	TXNL4B
chr16	+	HP
chr16	+	HPR
chr16	+	DHX38
chr16	-	PMFBP1
chr16	+	LOC107984814
chr16	-	ZFHX3
chr16	+	PSMD7
chr16	+	NPIPB15
chr16	-	CLEC18B
chr16	-	GLG1
chr16	-	RFWD3
chr16	-	MLKL
chr16	-	FA2H
chr16	-	WDR59
chr16	+	ZNRF1
chr16	-	LDHD
chr16	+	ZFP1
chr16	-	CTRB2
chr16	+	CTRB1
chr16	-	BCAR1
chr16	-	CFDP1
chr16	-	TMEM170A
chr16	-	CHST6
chr16	-	CHST5
chr16	-	TMEM231
chr16	+	GABARAPL2
chr16	-	ADAT1
chr16	-	KARS1
chr16	+	TERF2IP
chr16	-	DUXB
chr16	-	CPHXL
chr16	+	CNTNAP4
chr16	+	SYCE1L+MON1B
chr16	-	ADAMTS18
chr16	+	NUDT7
chr16	+	VAT1L
chr16	+	CLEC3A
chr16	+	WWOX
chr16	-	MAF
chr16	+	DYNLRB2
chr16	-	CDYL2
chr16	-	CMC2
chr16	+	CENPN
chr16	+	ATMIN
chr16	-	C16orf46
chr16	-	GCSH
chr16	-	PKD1L2
chr16	+	BCO1
chr16	+	GAN
chr16	+	CMIP
chr16	+	PLCG2
chr16	-	SDR42E1
chr16	+	HSD17B2
chr16	-	MPHOSPH6
chr16	+	CDH13
chr16	+	HSBP1
chr16	+	MLYCD
chr16	+	LOC105371371
chr16	+	OSGIN1
chr16	+	NECAB2
chr16	-	SLC38A8
chr16	-	MBTPS1
chr16	-	HSDL1
chr16	+	DNAAF1
chr16	-	TAF1C
chr16	+	ADAD2
chr16	-	KCNG4
chr16	+	WFDC1
chr16	+	ATP2C2
chr16	-	MEAK7
chr16	-	COTL1
chr16	+	KLHL36
chr16	+	USP10
chr16	+	CRISPLD2
chr16	-	ZDHHC7
chr16	+	KIAA0513
chr16	-	CIBAR2
chr16	+	GSE1
chr16	-	GINS2
chr16	-	C16orf74
chr16	-	EMC8
chr16	+	COX4I1
chr16	+	IRF8
chr16	+	FOXF1
chr16	-	MTHFSD
chr16	+	FOXC2
chr16	+	FOXL1
chr16	-	C16orf95
chr16	-	FBXO31
chr16	+	MAP1LC3B
chr16	-	ZCCHC14
chr16	+	JPH3
chr16	-	KLHDC4
chr16	-	SLC7A5
chr16	+	LOC107987237
chr16	-	CA5A
chr16	+	BANP
chr16	-	LOC105369246
chr16	-	LOC107984862
chr16	+	ZNF469
chr16	+	ZFPM1
chr16	+	ZC3H18
chr16	+	IL17C
chr16	-	CYBA
chr16	-	MVD
chr16	-	SNAI3
chr16	-	RNF166
chr16	+	CTU2
chr16	-	PIEZO1
chr16	+	CDT1
chr16	-	APRT
chr16	-	GALNS
chr16	+	LOC107987238
chr16	+	TRAPPC2L
chr16	-	PABPN1L
chr16	-	CBFA2T3
chr16	+	LOC105371409
chr16	+	ACSF3
chr16	+	CDH15
chr16	-	SLC22A31
chr16	+	ZNF778
chr16	-	ANKRD11
chr16	+	SPG7
chr16	+	RPL13
chr16	+	CPNE7
chr16	+	DPEP1
chr16	-	CHMP1A
chr16	+	SPATA33
chr16	+	CDK10
chr16	-	SPATA2L
chr16	-	VPS9D1
chr16	+	ZNF276
chr16	-	FANCA
chr16	+	SPIRE2
chr16	+	LOC107984817
chr16	-	LOC105371419
chr16	+	TCF25
chr16	+	MC1R
chr16	+	TUBB3
chr16	+	DEF8
chr16	-	CENPBD1
chr16	-	DBNDD1
chr16	+	GAS8
chr16	-	PRDM7
chr17	+	SCGB1C2
chr17	-	DOC2B
chr17	-	RPH3AL
chr17	+	C17orf97
chr17	-	RFLNB
chr17	-	VPS53
chr17	+	TLCD3A
chr17	-	GEMIN4
chr17	-	GLOD4
chr17	+	MRM3
chr17	-	NXN
chr17	+	TIMM22
chr17	-	ABR
chr17	+	BHLHA9
chr17	+	TRARG1
chr17	-	YWHAE
chr17	-	CRK
chr17	-	MYO1C
chr17	-	INPP5K
chr17	-	PITPNA
chr17	-	SLC43A2
chr17	-	SCARF1
chr17	-	RILP
chr17	-	PRPF8
chr17	-	TLCD2
chr17	+	WDR81
chr17	+	SERPINF2
chr17	+	SERPINF1
chr17	-	SMYD4
chr17	+	RPA1
chr17	-	RTN4RL1
chr17	+	DPH1+OVCA2
chr17	+	HIC1
chr17	-	SMG6
chr17	+	SRR
chr17	-	TSR1
chr17	+	SGSM2
chr17	-	MNT
chr17	-	METTL16
chr17	+	PAFAH1B1
chr17	-	CLUH
chr17	-	CCDC92B
chr17	+	RAP1GAP2
chr17	-	OR1D5
chr17	-	OR1D2
chr17	+	OR1E3
chr17	-	OR1G1
chr17	+	OR1A2
chr17	+	OR1A1
chr17	-	OR3A1+OR3A2
chr17	-	OR1E1
chr17	+	OR3A3
chr17	-	OR1E2
chr17	-	TRPV3+SPATA22
chr17	+	ASPA
chr17	-	SHPK+TRPV1
chr17	+	CTNS
chr17	-	TAX1BP3
chr17	+	EMC6
chr17	-	P2RX5
chr17	-	NCBP3+ITGAE
chr17	+	HASPIN
chr17	-	CAMKK1
chr17	-	P2RX1
chr17	-	ATP2A3
chr17	-	ZZEF1
chr17	+	CYB5D2
chr17	-	ANKFY1
chr17	-	UBE2G1
chr17	+	SPNS3
chr17	+	SPNS2
chr17	-	MYBBP1A
chr17	-	GGT6
chr17	+	SMTNL2
chr17	-	ALOX15
chr17	-	PELP1
chr17	+	ARRB2
chr17	+	MED11
chr17	-	CXCL16
chr17	+	ZMYND15
chr17	+	TM4SF5
chr17	-	VMO1
chr17	+	GLTPD2
chr17	+	PSMB6
chr17	+	PLD2
chr17	+	MINK1
chr17	-	CHRNE
chr17	+	C17orf107
chr17	+	GP1BA
chr17	-	SLC25A11
chr17	+	RNF167
chr17	-	PFN1
chr17	+	ENO3
chr17	-	SPAG7
chr17	-	CAMTA2+INCA1
chr17	+	KIF1C
chr17	-	SLC52A1
chr17	+	ZFP3
chr17	-	ZNF232
chr17	+	USP6
chr17	-	ZNF594
chr17	-	SCIMP
chr17	+	RABEP1
chr17	-	NUP88
chr17	+	RPAIN
chr17	-	C1QBP
chr17	-	DHX33
chr17	-	DERL2
chr17	+	MIS12
chr17	-	LOC728392
chr17	-	NLRP1
chr17	+	WSCD1
chr17	-	AIPL1
chr17	+	PIMREG
chr17	-	PITPNM3
chr17	-	KIAA0753
chr17	+	TXNDC17
chr17	-	MED31
chr17	+	C17orf100
chr17	-	SLC13A5
chr17	+	XAF1
chr17	+	FBXO39
chr17	-	TEKT1
chr17	+	ALOX12
chr17	+	RNASEK
chr17	+	C17orf49
chr17	+	BCL6B
chr17	+	SLC16A13
chr17	-	SLC16A11
chr17	-	CLEC10A
chr17	-	ASGR2
chr17	-	ASGR1
chr17	-	DLG4
chr17	+	ACADVL
chr17	-	DVL2
chr17	-	PHF23
chr17	-	GABARAP
chr17	-	CTDNEP1
chr17	+	ELP5
chr17	-	CLDN7
